pegawaidiklat_id;pegawai_nama;diklat_nama;diklat_jp;pegawai_diklat_tahun;jenis_diklat
5938;Pegawai 371;Pelatihan Lanjutan Satpam Gada Madya;8;05/10/2022;Teknis
5939;Pegawai 1648;Pemeriksaan Pengadaan Barang dan Jasa;20;17/01/2022;Teknis
5940;Pegawai 1305;Keprotokolan;10;27/11/2022;Teknis
5941;Pegawai 1639;Diklat Peran Pengendali Mutu (PM);19;13/02/2021;Fungsional
5942;Pegawai 1165;Penyusunan dan revisi anggaran RKA-KL;15;06/04/2021;Teknis
5943;Pegawai 18;Pemeriksaan Berprespektif Lingkungan;17;15/04/2022;Teknis
5944;Pegawai 1432;TABK-ACL;19;18/02/2021;Teknis
5945;Pegawai 47;Keprotokolan;10;27/11/2022;Teknis
5946;Pegawai 1618;Analis KepegawaianAnggota Tim;21;17/06/2021;Fungsional
5947;Pegawai 100;Penyusunan dan Analisis Kontrak;8;26/01/2021;Teknis
5948;Pegawai 57;Pemahaman Entitas dan Penentuan Area Potensial;15;30/01/2022;Teknis
5949;Pegawai 355;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
5950;Pegawai 952;Perpajakan bagi bendahara;11;24/02/2022;Teknis
5951;Pegawai 1543;Diklat Kepemimpinan - IV;8;01/11/2022;Kepemimpinan
5952;Pegawai 1113;Pemeriksaan Pendapatan Pajak Minerba;13;22/01/2022;Teknis
5953;Pegawai 500;Pemeriksaan Kinerja  AT;21;16/07/2021;Teknis
5954;Pegawai 422;Penulisan Laporan (Gaya Selingkung), Kodering Temuan dan Penyusunan KKP;11;23/06/2022;Teknis
5955;Pegawai 141;Pemeriksaan Atas Laporan Keuangan;21;27/08/2021;Teknis
5956;Pegawai 1512;Perencanaan Pengadaan;20;13/12/2021;Teknis
5957;Pegawai 818;Teknik Wawancara dan SIAP LKPD;22;04/02/2022;Teknis
5958;Pegawai 1882;Diklat Prajabatan - Gol. I;22;04/09/2021;Pra-Jabatan
5959;Pegawai 964;Teknik Sampling;17;12/08/2021;Teknis
5960;Pegawai 0;Pemeriksaan Aset Tetap;17;07/12/2022;Teknis
5961;Pegawai 104;Pengelolaan Informasi Publik;9;01/11/2022;Teknis
5962;Pegawai 679;Creative thinking;10;06/07/2021;Teknis
5963;Pegawai 1970;Pengendali Teknis Yunior;21;28/02/2021;Fungsional
5964;Pegawai 148;Kepaniteraan Kerugian Negara;19;15/05/2022;Teknis
5965;Pegawai 1832;Sertifikasi Pengadaan Barang dan Jasa;17;05/08/2022;Teknis
5966;Pegawai 1902;TABK LKKL;18;04/05/2022;Teknis
5967;Pegawai 1326;Sistem aplikasi pengelolaan SDM;14;12/04/2021;Teknis
5968;Pegawai 925;Pemeriksaan Aset dan Investasi;14;17/12/2021;Teknis
5969;Pegawai 417;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
5970;Pegawai 1492;TABK-Arbutus;11;21/08/2021;Teknis
5971;Pegawai 235;Penganggaran Berbasis Kinerja;13;05/06/2021;Teknis
5972;Pegawai 644;Penyusunan Prosedur Operasional Standar (POS);19;12/01/2021;Teknis
5973;Pegawai 175;Review CFE;9;26/12/2021;Teknis
5974;Pegawai 78;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
5975;Pegawai 1983;Workshop persiapan pemeriksaan LK Kemenkumham, Polri dan Kejaksaan;8;19/01/2022;Teknis
5976;Pegawai 763;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
5977;Pegawai 1135;TABK LKKL;18;04/05/2022;Teknis
5978;Pegawai 1514;Pemasaran Sektor Publik;9;14/12/2021;Teknis
5979;Pegawai 1735;Microsoft Excel;16;19/06/2021;Teknis
5980;Pegawai 1187;Pelayanan Prima;11;09/06/2021;Teknis
5981;Pegawai 515;Pengelolaan dan Penggunaan Kantor Akuntan Publik (KAP);16;13/02/2021;Teknis
5982;Pegawai 1751;SIAP LKPD;10;28/04/2022;Teknis
5983;Pegawai 1822;Teknik Interviu dan FGD;16;03/10/2021;Teknis
5984;Pegawai 1851;Coaching ;15;18/12/2021;Teknis
5985;Pegawai 1088;Sistem Akuntansi Pemerintah Daerah;11;23/05/2021;Teknis
5986;Pegawai 124;Risk Based Audit ;19;10/01/2022;Teknis
5987;Pegawai 937;Pemberian keterangan ahli;21;10/05/2022;Teknis
5988;Pegawai 1597;Diklat Prajabatan - Gol. III;14;04/03/2021;Pra-Jabatan
5989;Pegawai 1646;Manajemen Kinerja;17;23/10/2021;Teknis
5990;Pegawai 710;Risk Based Audit dan SIAP LKPD;17;14/06/2022;Teknis
5991;Pegawai 1648;Pengelolaan keuangan strategis;13;09/05/2021;Teknis
5992;Pegawai 1276;Diklat Peran Pengendali Teknis (PT);13;29/12/2022;Fungsional
5993;Pegawai 521;Sistem Kendali Kecurangan;12;23/02/2021;Teknis
5994;Pegawai 141;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
5995;Pegawai 1445;Pengelolaan Aset Negara (BMN);20;13/02/2022;Teknis
5996;Pegawai 1374;TABK (ACL, Arbutus, IDEA, Excel);11;26/05/2021;Teknis
5997;Pegawai 1350;Pemeriksaan LKPD KT;9;22/02/2022;Teknis
5998;Pegawai 910;Pemeriksaan dana bergulir;17;23/06/2022;Teknis
5999;Pegawai 1868;Kerugian Negara;12;29/10/2022;Teknis
6000;Pegawai 1917;Kearsipan dan Kesekretariatan;17;26/04/2021;Teknis
6001;Pegawai 1574;Perencanaan Strategis;13;08/03/2022;Teknis
6002;Pegawai 659;Logical Framework Analysis;11;01/08/2021;Teknis
6003;Pegawai 1408;Korespondensi Modern dan Report Writing;8;11/10/2022;Teknis
6004;Pegawai 1482;Legal Drafting, legal review, &amp;9;12/04/2021;Teknis
6005;Pegawai 1183;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
6006;Pegawai 942;Penanganan massa;20;02/07/2021;Teknis
6007;Pegawai 959;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
6008;Pegawai 452;Diklat Peran Anggota Tim Yunior (ATY);20;12/04/2021;Fungsional
6009;Pegawai 551;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
6010;Pegawai 1857;Alih Media Digital;16;21/12/2021;Teknis
6011;Pegawai 1243;Pemberian Pendapat Hukum dan Konsultasi Hukum;11;09/11/2022;Teknis
6012;Pegawai 1650;Prosedur Analitis;20;11/10/2021;Teknis
6013;Pegawai 1271;Diklat Peran Anggota Tim Yunior (ATY);20;12/04/2021;Fungsional
6014;Pegawai 511;Penyusunan dan Analisis Kontrak;8;26/01/2021;Teknis
6015;Pegawai 217;Aspek Hukum dalam Pengelolaan Keuangan Negara;15;19/05/2022;Teknis
6016;Pegawai 199;Pengelolaan keuangan strategis;13;09/05/2021;Teknis
6017;Pegawai 942;Perpajakan bagi bendahara;11;24/02/2022;Teknis
6018;Pegawai 788;Penetapan Kriteria;8;31/08/2021;Teknis
6019;Pegawai 1144;Sistem Pengelolaan Keuangan Pemerintah Pusat (SPKPP);16;10/08/2022;Teknis
6020;Pegawai 1313;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
6021;Pegawai 1162;Auditor Terampil Akuntansi;19;14/11/2022;Fungsional
6022;Pegawai 729;Diklat Kepemimpinan - II;8;18/01/2021;Kepemimpinan
6023;Pegawai 1510;Pengadaan Barang dan Jasa;18;29/05/2022;Teknis
6024;Pegawai 1716;DIKLAT PEMERIKSADiklat Peran Anggota Tim Senior (ATS);18;30/06/2022;Fungsional
6025;Pegawai 623;Diklat Kepemimpinan - IV;8;01/11/2022;Kepemimpinan
6026;Pegawai 406;Diklat Kepemimpinan - I;8;27/09/2022;Kepemimpinan
6027;Pegawai 847;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
6028;Pegawai 1952;Penataran P4;13;22/09/2021;P4
6029;Pegawai 1355;TABK-KPPN;14;26/07/2022;Teknis
6030;Pegawai 1421;Sistem Kendali Kecurangan;12;23/02/2021;Teknis
6031;Pegawai 554;Penataran P4;13;22/09/2021;P4
6032;Pegawai 1875;Change Management;10;27/10/2022;Teknis
6033;Pegawai 894;Metode Penelitian Sosial;11;23/11/2022;Teknis
6034;Pegawai 1455;Pemeriksaan bisnis minyak dan gas (dan aspek perpajakannya);17;26/05/2021;Teknis
6035;Pegawai 682;Konseling;9;16/05/2021;Teknis
6036;Pegawai 1995;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
6037;Pegawai 99;Pengelolaan Jaringan;12;13/06/2021;Teknis
6038;Pegawai 1016;Perencanaan Pengadaan;20;13/12/2021;Teknis
6039;Pegawai 1584;Professional Image Grooming;8;23/11/2021;Teknis
6040;Pegawai 998;TABK Excel;19;10/10/2021;Teknis
6041;Pegawai 602;Penilaian Sistem Pengendalian Intern;21;18/03/2022;Teknis
6042;Pegawai 425;Penilaian angka kredit JFP;11;23/04/2022;Teknis
6043;Pegawai 1743;Pemeriksaan investigatif;19;09/05/2021;Teknis
6044;Pegawai 1761;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
6045;Pegawai 1875;Diklat Kepemimpinan - IV;8;01/11/2022;Kepemimpinan
6046;Pegawai 1283;Pemeriksaan Infrastruktur ;15;03/08/2021;Teknis
6047;Pegawai 1803;Penetapan Kriteria;8;31/08/2021;Teknis
6048;Pegawai 1290;Pemeriksaan Pasca Tambang;14;03/07/2021;Teknis
6049;Pegawai 452;Metode Penelitian Sosial;11;23/11/2022;Teknis
6050;Pegawai 566;Pemeriksaan Kinerja  AT;21;16/07/2021;Teknis
6051;Pegawai 913;Hukum Pertanahan;19;11/05/2021;Teknis
6052;Pegawai 1111;Penulisan Laporan (Gaya Selingkung), Kodering Temuan dan Penyusunan KKP;11;23/06/2022;Teknis
6053;Pegawai 1022;Risk Based Audit dan SIAP LKPD;17;14/06/2022;Teknis
6054;Pegawai 68;Stress Management;20;23/12/2022;Teknis
6055;Pegawai 324;Teknik Negosiasi;12;11/09/2021;Teknis
6056;Pegawai 1206;Persiapan Pemeriksaan Laporan Keuangan Pemerintah Daerah (LKPD) Berbasis Akrual;15;12/08/2021;Teknis
6057;Pegawai 1396;TABK (ACL, Arbutus, IDEA, Excel);11;26/05/2021;Teknis
6058;Pegawai 341;Pemberian Pendapat Hukum dan Konsultasi Hukum;11;09/11/2022;Teknis
6059;Pegawai 1407;Sertifikat Kompetensi;18;05/04/2021;Teknis
6060;Pegawai 368;Teknik Wawancara;10;27/11/2021;Teknis
6061;Pegawai 520;Reviu pengadaan barang dan jasa;20;23/12/2022;Teknis
6062;Pegawai 269;Audit Forensik;16;15/04/2021;Teknis
6063;Pegawai 453;Pemeriksaan aset kawasan industri;9;18/06/2021;Teknis
6064;Pegawai 950;Sertifikat Kompetensi;18;05/04/2021;Teknis
6065;Pegawai 374;Creative Leadership;21;17/10/2022;Teknis
6066;Pegawai 541;TABK Excel;19;10/10/2021;Teknis
6067;Pegawai 1461;Dasar-dasar Manajemen &amp;11;19/08/2022;Teknis
6068;Pegawai 316;Monitoring dan Evaluasi Kinerja RKA (PMK 249/2011);22;02/12/2022;Teknis
6069;Pegawai 1862;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
6070;Pegawai 649;Workshop persiapan pemeriksaan tematik Program Keluarga Harapan;11;20/03/2022;Teknis
6071;Pegawai 1698;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
6072;Pegawai 94;Pemeriksaan Aset dan Investasi;14;17/12/2021;Teknis
6073;Pegawai 625;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
6074;Pegawai 1172;Creative Leadership;21;17/10/2022;Teknis
6075;Pegawai 1029;Teknik Membaca Cepat;14;22/12/2022;Teknis
6076;Pegawai 1449;Penyusunan dan analisa kontrak di lingkungan Pemerintahan;18;17/11/2022;Teknis
6077;Pegawai 363;Pemeriksaan Atas Laporan Keuangan;21;27/08/2021;Teknis
6078;Pegawai 149;Workshop persiapan pemeriksaan LK Kemenkumham, Polri dan Kejaksaan;8;19/01/2022;Teknis
6079;Pegawai 259;Professional Image Grooming;8;23/11/2021;Teknis
6080;Pegawai 784;Analis KepegawaianAnggota Tim;21;17/06/2021;Fungsional
6081;Pegawai 914;SIAP LKPD;10;28/04/2022;Teknis
6082;Pegawai 1936;Pemeriksaan aset kawasan industri;9;18/06/2021;Teknis
6083;Pegawai 428;Pemeriksaan Kinerja KT;20;14/09/2021;Teknis
6084;Pegawai 1664;Workshop persiapan pemeriksaan LK Kemenkumham, Polri dan Kejaksaan;8;19/01/2022;Teknis
6085;Pegawai 63;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
6086;Pegawai 114;Auditor Terampil Akuntansi;19;14/11/2022;Fungsional
6087;Pegawai 1290;Pemeriksaan aset kawasan industri;9;18/06/2021;Teknis
6088;Pegawai 360;Diklat Kepemimpinan - III;10;24/09/2022;Kepemimpinan
6089;Pegawai 847;TABK-SAI;12;14/11/2022;Teknis
6090;Pegawai 528;Auditor Terampil Akuntansi;19;14/11/2022;Fungsional
6091;Pegawai 712;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
6092;Pegawai 87;Pengelolaan Perpustakaan;9;08/08/2022;Teknis
6093;Pegawai 1026;Keprotokolan;10;27/11/2022;Teknis
6094;Pegawai 1814;Aspek Hukum dalam Pengelolaan Keuangan Negara;15;19/05/2022;Teknis
6095;Pegawai 794;Review CFE;9;26/12/2021;Teknis
6096;Pegawai 1937;Penulisan Laporan (Gaya Selingkung), Kodering Temuan dan Penyusunan KKP;11;23/06/2022;Teknis
6097;Pegawai 971;Komunikasi Kepemimpinan;13;02/06/2021;Teknis
6098;Pegawai 1670;Manajemen Kompetensi;20;22/11/2022;Teknis
6099;Pegawai 1621;Pengendali Teknis Yunior;21;28/02/2021;Fungsional
6100;Pegawai 279;Hukum Acara Pidana, Perdata dan TUN serta Penafsiran Hukum;16;10/05/2021;Teknis
6101;Pegawai 656;Pengelolaan Perpustakaan;9;08/08/2022;Teknis
6102;Pegawai 1882;Pelayanan Prima;11;09/06/2021;Teknis
6103;Pegawai 1097;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
6104;Pegawai 204;Sistem Pengelolaan Keuangan Pemerintah Pusat (SPKPP);16;10/08/2022;Teknis
6105;Pegawai 781;Pemeriksaan kinerja;18;26/08/2021;Teknis
6106;Pegawai 1800;Diklat Orientasi ke-BPK-an - Gol. II;13;10/09/2021;Orientasi Ke-BPK-AN
6107;Pegawai 456;Pemeriksaan Badan Usaha Milik Daerah (BUMD);12;15/01/2021;Teknis
6108;Pegawai 353;Manajemen Perpustakaan;16;27/11/2022;Teknis
6109;Pegawai 339;PPSPM Negara Tersertifikasi;11;19/07/2022;Teknis
6110;Pegawai 1345;Diklat Peran Pengendali Mutu (PM);19;13/02/2021;Fungsional
6111;Pegawai 1837;Sistem Kendali Kecurangan;12;23/02/2021;Teknis
6112;Pegawai 816;Persiapan Pemeriksaan Laporan Keuangan Pemerintah Daerah (LKPD) Berbasis Akrual;15;12/08/2021;Teknis
6113;Pegawai 1855;Effective Government Auditing;11;08/01/2021;Teknis
6114;Pegawai 873;Penulisan Laporan (Gaya Selingkung), Kodering Temuan dan Penyusunan KKP;11;23/06/2022;Teknis
6115;Pegawai 1574;Penyusunan dan revisi anggaran RKA-KL;15;06/04/2021;Teknis
6116;Pegawai 1190;SIAP LKPD;10;28/04/2022;Teknis
6117;Pegawai 908;TABK SIMDA;19;01/08/2021;Teknis
6118;Pegawai 1868;Pemeriksaan Laporan Keuangan Pemerintah;14;19/02/2021;Teknis
6119;Pegawai 1593;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
6120;Pegawai 386;Creative thinking;10;06/07/2021;Teknis
6121;Pegawai 1733;Pemeriksaan Kinerja KT;20;14/09/2021;Teknis
6122;Pegawai 243;Manajemen Kompetensi;20;22/11/2022;Teknis
6123;Pegawai 810;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
6124;Pegawai 688;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
6125;Pegawai 436;Pemeriksaan Badan Layanan Umum (BLU);9;24/05/2022;Teknis
6126;Pegawai 1908;Workshop persiapan pemeriksaan LK Kemenkumham, Polri dan Kejaksaan;8;19/01/2022;Teknis
6127;Pegawai 1894;Reviu pengadaan barang dan jasa;20;23/12/2022;Teknis
6128;Pegawai 1111;Reviu Opini atas LHP LK;13;21/06/2022;Teknis
6129;Pegawai 986;Pemeriksaan LKPD KT;9;22/02/2022;Teknis
6130;Pegawai 1697;Korespondensi Modern dan Report Writing;8;11/10/2022;Teknis
6131;Pegawai 1656;Analis AnggaranAnalis Kebijakan;8;29/06/2021;Fungsional
6132;Pegawai 1584;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
6133;Pegawai 35;Penilaian Risiko Kecurangan dalam Pemeriksaan LKPD;9;16/06/2022;Teknis
6134;Pegawai 599;Analis AnggaranAnalis Kebijakan;8;29/06/2021;Fungsional
6135;Pegawai 888;TABK-ACL;19;18/02/2021;Teknis
6136;Pegawai 392;Pemeriksaan Kinerja  AT;21;16/07/2021;Teknis
6137;Pegawai 1217;Penyusunan Prosedur Operasional Standar (POS);19;12/01/2021;Teknis
6138;Pegawai 1934;Pengelolaan Perpustakaan;9;08/08/2022;Teknis
6139;Pegawai 657;Teknik Pengumpulan dan Analisis Bukti Pemeriksaan Investigatif;16;06/05/2022;Teknis
6140;Pegawai 879;Pemeriksaan Terumbu Karang;11;03/11/2021;Teknis
6141;Pegawai 1611;Pemeriksaan Bencana;9;22/10/2021;Teknis
6142;Pegawai 1995;Review CFE;9;26/12/2021;Teknis
6143;Pegawai 1003;Sertifikasi Pengadaan Barang dan Jasa;17;05/08/2022;Teknis
6144;Pegawai 1699;Keprotokolan;10;27/11/2022;Teknis
6145;Pegawai 374;Pemberian Pendapat Hukum dan Konsultasi Hukum;11;09/11/2022;Teknis
6146;Pegawai 1268;SPKPP;17;31/10/2021;Teknis
6147;Pegawai 152;Reviu Opini atas LHP LK;13;21/06/2022;Teknis
6148;Pegawai 394;Analisis dan Pengembangan Organisasi;18;11/04/2021;Teknis
6149;Pegawai 583;Evaluasi terhadap KAP yang memeriksa untuk dan atas nama  BPK dan evaluasi terhadap KAP yang memerik;22;13/05/2021;Teknis
6150;Pegawai 696;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
6151;Pegawai 203;TABK LKKL;18;04/05/2022;Teknis
6152;Pegawai 838;Pemeriksaan Terumbu Karang;11;03/11/2021;Teknis
6153;Pegawai 485;Diklat Pembentukan Jabatan Fungsional Pemeriksa (JFP);12;03/04/2022;Fungsional
6154;Pegawai 1852;Metode Penelitian Sosial;11;23/11/2022;Teknis
6155;Pegawai 752;Budaya Organisasi;19;23/09/2021;Teknis
6156;Pegawai 544;Pemeriksaan Manajemen Kas;22;30/12/2021;Teknis
6157;Pegawai 706;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
6158;Pegawai 97;Sistem aplikasi pengelolaan SDM;14;12/04/2021;Teknis
6159;Pegawai 100;Pemeriksaan Manajemen Kas;22;30/12/2021;Teknis
6160;Pegawai 535;Perencanaan Pengadaan;20;13/12/2021;Teknis
6161;Pegawai 692;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
6162;Pegawai 1670;Event Management;15;01/12/2022;Teknis
6163;Pegawai 796;Penulisan Populer dan Infografis;8;24/05/2022;Teknis
6164;Pegawai 908;Budaya Organisasi;19;23/09/2021;Teknis
6165;Pegawai 38;Reviu Opini atas LHP LK;13;21/06/2022;Teknis
6166;Pegawai 1854;Pemeriksaan kinerja;18;26/08/2021;Teknis
6167;Pegawai 649;Penataran P4;13;22/09/2021;P4
6168;Pegawai 593;Teknik Negosiasi;12;11/09/2021;Teknis
6169;Pegawai 628;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
6170;Pegawai 1153;NLP;21;28/09/2022;Teknis
6171;Pegawai 1096;Manajemen Perkantoran;22;24/06/2021;Teknis
6172;Pegawai 1299;Pemeriksaan Aset dan Investasi;14;17/12/2021;Teknis
6173;Pegawai 1827;Pemeriksaan Pendapatan ;16;02/03/2022;Teknis
6174;Pegawai 1136;Pemeriksaan Badan Usaha Milik Daerah (BUMD);12;15/01/2021;Teknis
6175;Pegawai 1854;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
6176;Pegawai 1975;Pemeriksaan Belanja Daerah;15;20/10/2022;Teknis
6177;Pegawai 1507;SIAP LKPD;10;28/04/2022;Teknis
6178;Pegawai 1637;Pemeriksaan PNBP dan lingkungan mineral dan pertambangan;17;25/03/2021;Teknis
6179;Pegawai 1437;Diklat Kepemimpinan - III;10;24/09/2022;Kepemimpinan
6180;Pegawai 1365;Sistem Kendali Kecurangan;12;23/02/2021;Teknis
6181;Pegawai 566;Speed reading and mind mapping;22;22/09/2022;Teknis
6182;Pegawai 642;Sistem aplikasi pengelolaan SDM;14;12/04/2021;Teknis
6183;Pegawai 67;Penyusunan dan analisa kontrak di lingkungan Pemerintahan;18;17/11/2022;Teknis
6184;Pegawai 1393;Coaching ;15;18/12/2021;Teknis
6185;Pegawai 113;Pemeriksaan investigatif;19;09/05/2021;Teknis
6186;Pegawai 1553;Diklat Orientasi ke-BPK-an - Gol. III;14;17/09/2022;Orientasi Ke-BPK-AN
6187;Pegawai 225;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
6188;Pegawai 777;Sertifikasi Asesor;18;07/04/2022;Teknis
6189;Pegawai 173;Manajemen Kinerja;17;23/10/2021;Teknis
6190;Pegawai 1212;Pengadaan barang dan jasa tingkat menengah;15;26/12/2021;Teknis
6191;Pegawai 1036;Investasi dan Pasar Modal;20;11/05/2021;Teknis
6192;Pegawai 1421;Evaluasi terhadap KAP yang memeriksa untuk dan atas nama  BPK dan evaluasi terhadap KAP yang memerik;22;13/05/2021;Teknis
6193;Pegawai 550;SAP dan Reviu LKPD;9;04/06/2021;Teknis
6194;Pegawai 1534;TABK-ACL;19;18/02/2021;Teknis
6195;Pegawai 179;Aspek Hukum dalam Pengelolaan Keuangan Negara;15;19/05/2022;Teknis
6196;Pegawai 1051;Event Management;15;01/12/2022;Teknis
6197;Pegawai 1921;Manajemen Kediklatan;11;13/03/2021;Teknis
6198;Pegawai 1199;Perencanaan Pengadaan;20;13/12/2021;Teknis
6199;Pegawai 1168;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
6200;Pegawai 850;Creative thinking;10;06/07/2021;Teknis
6201;Pegawai 1833;Psikologi Pemeriksaan;21;09/11/2022;Teknis
6202;Pegawai 1050;DIKLAT PEMERIKSADiklat Peran Anggota Tim Senior (ATS);18;30/06/2022;Fungsional
6203;Pegawai 1537;Sertifikasi Bendahara Pengeluaran;21;04/10/2021;Teknis
6204;Pegawai 1269;Diklat Peran Ketua Tim Senior (KTS);18;25/07/2022;Fungsional
6205;Pegawai 473;Pengadaan infrastruktur;18;04/01/2022;Teknis
6206;Pegawai 1625;Diklat Pembentukan Jabatan Fungsional Pemeriksa (JFP);12;03/04/2022;Fungsional
6207;Pegawai 859;Coaching ;15;18/12/2021;Teknis
6208;Pegawai 954;Kearsipan dan Kesekretariatan;17;26/04/2021;Teknis
6209;Pegawai 413;Teknik Membaca Cepat;14;22/12/2022;Teknis
6210;Pegawai 1454;TABK-SAI;12;14/11/2022;Teknis
6211;Pegawai 1968;Pemeriksaan Berprespektif Lingkungan;17;15/04/2022;Teknis
6212;Pegawai 1269;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
6213;Pegawai 1793;Diklat Pembentukan Jabatan Fungsional Lainya (JFL);15;22/03/2022;Fungsional
6214;Pegawai 788;Diklat Kepemimpinan - II;8;18/01/2021;Kepemimpinan
6215;Pegawai 1955;Pemeriksaan Manajemen Kas;22;30/12/2021;Teknis
6216;Pegawai 1539;Diklat Kepemimpinan - IV;8;01/11/2022;Kepemimpinan
6217;Pegawai 73;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
6218;Pegawai 635;Microsoft Excel;16;19/06/2021;Teknis
6219;Pegawai 160;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
6220;Pegawai 632;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
6221;Pegawai 1596;Lain-lain;19;26/06/2022;Teknis
6222;Pegawai 1694;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
6223;Pegawai 1551;Hukum Pertanahan;19;11/05/2021;Teknis
6224;Pegawai 1880;Prosedur Analitis;20;11/10/2021;Teknis
6225;Pegawai 336;Manajemen Konflik;9;12/09/2021;Teknis
6226;Pegawai 279;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
6227;Pegawai 68;Pemeriksaan Kas;13;05/05/2021;Teknis
6228;Pegawai 197;Kepaniteraan Kerugian Negara;19;15/05/2022;Teknis
6229;Pegawai 1787;Professional Image Grooming;8;23/11/2021;Teknis
6230;Pegawai 920;Analis Kepegawaian;13;20/10/2022;Teknis
6231;Pegawai 326;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
6232;Pegawai 1466;Diklat Prajabatan - Gol. II;10;04/02/2021;Pra-Jabatan
6233;Pegawai 1447;Sistem aplikasi pengelolaan SDM;14;12/04/2021;Teknis
6234;Pegawai 1738;Penilaian angka kredit JFP;11;23/04/2022;Teknis
6235;Pegawai 1034;Teknik Wawancara Forensik;14;12/07/2021;Teknis
6236;Pegawai 683;Kehumasan;10;01/01/2022;Teknis
6237;Pegawai 249;Manajemen Konflik;9;12/09/2021;Teknis
6238;Pegawai 598;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
6239;Pegawai 1652;Sistem aplikasi pengelolaan SDM;14;12/04/2021;Teknis
6240;Pegawai 1949;Strategic HRM;14;06/08/2022;Teknis
6241;Pegawai 497;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
6242;Pegawai 1482;Keprotokolan;10;27/11/2022;Teknis
6243;Pegawai 1245;Statistik (metode pengembangan tools);11;21/04/2021;Teknis
6244;Pegawai 1914;Manajemen Kediklatan;11;13/03/2021;Teknis
6245;Pegawai 946;Pengelolaan Jaringan;12;13/06/2021;Teknis
6246;Pegawai 331;Penulisan Populer dan Infografis;8;24/05/2022;Teknis
6247;Pegawai 1265;Pemeriksaan Belanja Daerah;15;20/10/2022;Teknis
6248;Pegawai 907;Public Speaking;10;21/11/2021;Teknis
6249;Pegawai 524;Pemeriksaan PBJ;21;12/01/2022;Teknis
6250;Pegawai 1383;SIAP LKPD;10;28/04/2022;Teknis
6251;Pegawai 858;Penulisan Pendapat Hukum;13;13/04/2022;Teknis
6252;Pegawai 96;Workshop persiapan pemeriksaan LKPP/LKKL;14;22/08/2022;Teknis
6253;Pegawai 1358;Aplikasi Teknologi Informasi dan E-Audit;17;06/09/2021;Teknis
6254;Pegawai 1886;Teknik Pengumpulan dan Analisis Bukti Pemeriksaan Investigatif;16;06/05/2022;Teknis
6255;Pegawai 1943;Reviu pengadaan barang dan jasa;20;23/12/2022;Teknis
6256;Pegawai 1794;PPSPM Negara Tersertifikasi;11;19/07/2022;Teknis
6257;Pegawai 1962;Penginderaan Jauh (GIS);12;20/09/2021;Teknis
6258;Pegawai 227;International Financial Reporting System (IFRS);15;18/03/2021;Teknis
6259;Pegawai 1744;Diklat Kepemimpinan - III;10;24/09/2022;Kepemimpinan
6260;Pegawai 910;Pemeriksaan Aset Tetap;17;07/12/2022;Teknis
6261;Pegawai 1318;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
