pegawai_bahasa_id;pegawai_nama;bahasa_nama;tahun_dari;pegawai_perwakilan
1932;Pegawai 614;English;25/04/2020;BPK Perwakilan Provinsi Jawa Barat
1933;Pegawai 656;Jerman;21/01/2022;BPK Perwakilan Provinsi Sumatera Utara
1934;Pegawai 991;Arab;12/05/2019;BPK Perwakilan Provinsi Kalimantan Selatan
1935;Pegawai 1766;Jerman;25/03/2022;BPK Perwakilan Provinsi Jawa Barat
1936;Pegawai 640;China/Mandarin;09/10/2020;BPK Perwakilan Provinsi Kalimantan Barat
1937;Pegawai 1954;Arab;02/01/2022;BPK Perwakilan Provinsi Aceh
1938;Pegawai 1196;Perancis;28/12/2022;BPK Perwakilan Provinsi Papua
1939;Pegawai 1539;China/Mandarin;05/11/2020;BPK Perwakilan Provinsi Papua Barat
1940;Pegawai 1676;Arab;28/06/2019;BPK Perwakilan Provinsi Jawa Tengah
1941;Pegawai 1706;Jerman;16/02/2019;BPK Perwakilan Provinsi Sulawesi Tengah
1942;Pegawai 1094;China/Mandarin;11/08/2020;BPK Perwakilan Provinsi Sulawesi Tengah
1943;Pegawai 1596;Arab;10/01/2022;BPK Perwakilan Provinsi Sulawesi Utara
1944;Pegawai 1255;Jepang;28/04/2019;BPK Perwakilan Provinsi Jawa Timur
1945;Pegawai 59;Perancis;27/10/2022;BPK Perwakilan Provinsi Aceh
1946;Pegawai 930;Jerman;01/04/2022;BPK Perwakilan Provinsi Jawa Timur
1947;Pegawai 1803;Arab;14/09/2022;BPK Perwakilan Provinsi Sulawesi Barat
1948;Pegawai 1674;Perancis;04/02/2021;BPK Perwakilan Provinsi Sulawesi Selatan
1949;Pegawai 176;Jepang;09/11/2021;BPK Perwakilan Provinsi Riau
1950;Pegawai 1713;Perancis;15/11/2022;BPK Perwakilan Provinsi Kalimantan Utara
1951;Pegawai 1889;Jepang;05/12/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1952;Pegawai 1213;Perancis;13/07/2020;BPK Perwakilan Provinsi Maluku
1953;Pegawai 1219;Perancis;19/09/2022;BPK Perwakilan Provinsi Lampung
1954;Pegawai 1146;Jerman;14/03/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1955;Pegawai 857;Arab;31/07/2019;BPK Perwakilan Provinsi Sulawesi Barat
1956;Pegawai 1656;Jepang;09/09/2020;BPK Perwakilan Provinsi Kepulauan Riau
1957;Pegawai 1389;Jerman;30/10/2022;BPK Perwakilan Provinsi Jawa Timur
1958;Pegawai 191;English;02/06/2022;BPK Perwakilan Provinsi Aceh
1959;Pegawai 1017;Jepang;10/07/2020;BPK Perwakilan Provinsi Gorontalo
1960;Pegawai 1132;Perancis;21/06/2019;BPK Perwakilan Provinsi Kalimantan Timur
1961;Pegawai 955;Jepang;17/07/2020;BPK Perwakilan Provinsi Papua Barat
1962;Pegawai 583;English;07/12/2022;BPK Perwakilan Provinsi Maluku
1963;Pegawai 1974;Arab;26/12/2022;BPK Perwakilan Provinsi Sulawesi Tengah
1964;Pegawai 1879;English;26/01/2021;BPK Perwakilan Provinsi Papua
1965;Pegawai 590;Jerman;26/05/2020;BPK Perwakilan Provinsi Bali
1966;Pegawai 1617;English;14/09/2019;BPK Perwakilan Provinsi DKI Jakarta
1967;Pegawai 709;China/Mandarin;23/07/2019;BPK Perwakilan Provinsi Jawa Barat
1968;Pegawai 1769;China/Mandarin;26/09/2022;BPK Perwakilan Provinsi Bali
1969;Pegawai 283;Jerman;07/03/2022;BPK Perwakilan Provinsi Kalimantan Selatan
1970;Pegawai 1359;China/Mandarin;22/07/2022;BPK Perwakilan Provinsi Kalimantan Tengah
1971;Pegawai 33;China/Mandarin;03/02/2022;BPK Perwakilan Provinsi DI Yogyakarta
1972;Pegawai 1319;China/Mandarin;12/07/2021;BPK Perwakilan Provinsi Sumatera Barat
1973;Pegawai 586;English;08/09/2021;BPK Perwakilan Provinsi Papua Barat
1974;Pegawai 1724;Jepang;06/09/2021;BPK Perwakilan Provinsi Jambi
1975;Pegawai 1985;Jepang;01/11/2019;BPK Perwakilan Provinsi Bengkulu
1976;Pegawai 1077;China/Mandarin;15/03/2021;BPK Perwakilan Provinsi Sumatera Selatan
1977;Pegawai 519;Jerman;11/10/2019;BPK Perwakilan Provinsi Jambi
1978;Pegawai 43;Jerman;21/03/2020;BPK Perwakilan Provinsi Papua Barat
1979;Pegawai 870;Jepang;16/01/2022;BPK Perwakilan Provinsi Sulawesi Tenggara
1980;Pegawai 1353;Perancis;06/09/2021;BPK Perwakilan Provinsi Sumatera Barat
1981;Pegawai 416;Perancis;11/06/2020;BPK Perwakilan Provinsi Sulawesi Selatan
1982;Pegawai 1399;Perancis;03/03/2020;BPK Perwakilan Provinsi Sulawesi Tenggara
1983;Pegawai 1377;Jepang;02/08/2022;BPK Perwakilan Provinsi DKI Jakarta
1984;Pegawai 1612;Perancis;18/02/2019;BPK Perwakilan Provinsi Kalimantan Selatan
1985;Pegawai 573;English;15/01/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1986;Pegawai 1768;Perancis;23/06/2021;BPK Perwakilan Provinsi Gorontalo
1987;Pegawai 304;Perancis;15/12/2019;BPK Perwakilan Provinsi Bengkulu
1988;Pegawai 1929;Arab;27/07/2022;BPK Perwakilan Provinsi Lampung
1989;Pegawai 1485;Jerman;30/05/2020;BPK Perwakilan Provinsi Sulawesi Tengah
1990;Pegawai 1078;English;29/09/2019;BPK Perwakilan Provinsi Sulawesi Tengah
1991;Pegawai 1572;Jepang;23/03/2021;BPK Perwakilan Provinsi Sumatera Barat
1992;Pegawai 1549;Jerman;28/09/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
1993;Pegawai 536;Jepang;17/10/2019;BPK Perwakilan Provinsi Kalimantan Tengah
1994;Pegawai 191;Jerman;18/10/2020;BPK Perwakilan Provinsi Aceh
1995;Pegawai 75;China/Mandarin;17/12/2022;BPK Perwakilan Provinsi Sulawesi Utara
1996;Pegawai 664;English;08/06/2022;BPK Perwakilan Provinsi Gorontalo
1997;Pegawai 1090;China/Mandarin;07/05/2021;BPK Perwakilan Provinsi Kalimantan Barat
1998;Pegawai 1682;Perancis;16/12/2020;BPK Perwakilan Provinsi Kalimantan Utara
1999;Pegawai 255;China/Mandarin;07/10/2020;BPK Perwakilan Provinsi Sulawesi Tengah
2000;Pegawai 623;Perancis;22/09/2021;BPK Perwakilan Provinsi Kalimantan Barat
2001;Pegawai 452;English;11/06/2020;BPK Perwakilan Provinsi Bangka Belitung
2002;Pegawai 57;Jepang;02/10/2021;BPK Perwakilan Provinsi Bali
2003;Pegawai 1461;Jerman;23/05/2022;BPK Perwakilan Provinsi Banten
2004;Pegawai 1289;Jerman;12/10/2019;BPK Perwakilan Provinsi Kalimantan Barat
2005;Pegawai 158;Jerman;23/08/2022;BPK Perwakilan Provinsi Jawa Timur
2006;Pegawai 1698;Jerman;31/01/2021;BPK Perwakilan Provinsi Papua Barat
2007;Pegawai 1193;China/Mandarin;10/08/2021;BPK Perwakilan Provinsi Sumatera Utara
2008;Pegawai 647;Arab;03/07/2019;BPK Perwakilan Provinsi Maluku
2009;Pegawai 1767;Perancis;07/03/2020;BPK Perwakilan Provinsi Sulawesi Tengah
2010;Pegawai 22;China/Mandarin;24/10/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
2011;Pegawai 483;English;07/09/2021;BPK Perwakilan Provinsi Jawa Barat
2012;Pegawai 1516;Perancis;31/03/2021;BPK Perwakilan Provinsi Bali
2013;Pegawai 1989;Jerman;07/04/2020;BPK Perwakilan Provinsi Kalimantan Utara
2014;Pegawai 1327;China/Mandarin;10/08/2021;BPK Perwakilan Provinsi Sumatera Barat
2015;Pegawai 1792;China/Mandarin;15/07/2022;BPK Perwakilan Provinsi Papua
2016;Pegawai 1132;Perancis;22/10/2020;BPK Perwakilan Provinsi Kalimantan Timur
2017;Pegawai 374;English;15/08/2021;BPK Perwakilan Provinsi DKI Jakarta
2018;Pegawai 1934;China/Mandarin;29/09/2020;BPK Perwakilan Provinsi Jawa Barat
2019;Pegawai 59;Jepang;21/02/2022;BPK Perwakilan Provinsi Aceh
2020;Pegawai 28;China/Mandarin;26/01/2022;BPK Perwakilan Provinsi Nusa Tenggara Barat
2021;Pegawai 1034;Arab;09/04/2019;BPK Perwakilan Provinsi Jambi
2022;Pegawai 171;Arab;07/03/2019;BPK Perwakilan Provinsi DKI Jakarta
2023;Pegawai 1945;China/Mandarin;08/01/2022;BPK Perwakilan Provinsi Sumatera Selatan
2024;Pegawai 1639;Jepang;23/09/2021;BPK Perwakilan Provinsi Sulawesi Barat
2025;Pegawai 146;China/Mandarin;26/05/2019;BPK Perwakilan Provinsi Banten
2026;Pegawai 1761;Perancis;01/07/2019;BPK Perwakilan Provinsi Sumatera Utara
2027;Pegawai 458;Jepang;06/05/2021;BPK Perwakilan Provinsi Maluku
2028;Pegawai 1829;Jerman;05/09/2020;BPK Perwakilan Provinsi Gorontalo
2029;Pegawai 1036;Arab;23/11/2019;BPK Perwakilan Provinsi Sulawesi Tenggara
2030;Pegawai 594;Jepang;01/11/2020;BPK Perwakilan Provinsi Sumatera Barat
2031;Pegawai 1283;Perancis;28/09/2021;BPK Perwakilan Provinsi Riau
2032;Pegawai 1827;China/Mandarin;09/04/2021;BPK Perwakilan Provinsi DKI Jakarta
2033;Pegawai 1714;Jepang;23/10/2020;BPK Perwakilan Provinsi Jawa Barat
2034;Pegawai 1948;Jerman;19/06/2020;BPK Perwakilan Provinsi Jawa Barat
2035;Pegawai 802;Perancis;02/04/2020;BPK Perwakilan Provinsi Bengkulu
2036;Pegawai 399;Perancis;19/06/2022;BPK Perwakilan Provinsi Sulawesi Tengah
2037;Pegawai 593;Perancis;15/07/2020;BPK Perwakilan Provinsi Sulawesi Selatan
2038;Pegawai 1803;Arab;20/12/2020;BPK Perwakilan Provinsi Sulawesi Barat
2039;Pegawai 204;Jepang;29/06/2022;BPK Perwakilan Provinsi Kalimantan Barat
2040;Pegawai 1695;China/Mandarin;15/03/2021;BPK Perwakilan Provinsi Sulawesi Selatan
2041;Pegawai 853;China/Mandarin;21/05/2019;BPK Perwakilan Provinsi Kalimantan Selatan
2042;Pegawai 1271;Perancis;11/03/2020;BPK Perwakilan Provinsi Lampung
2043;Pegawai 237;English;21/03/2022;BPK Perwakilan Provinsi Aceh
2044;Pegawai 862;China/Mandarin;24/05/2020;BPK Perwakilan Provinsi Kalimantan Utara
2045;Pegawai 677;Arab;30/03/2020;BPK Perwakilan Provinsi DKI Jakarta
2046;Pegawai 1483;Arab;07/12/2022;BPK Perwakilan Provinsi Kepulauan Riau
2047;Pegawai 669;China/Mandarin;25/02/2019;BPK Perwakilan Provinsi Gorontalo
2048;Pegawai 153;English;06/07/2019;BPK Perwakilan Provinsi Kepulauan Riau
2049;Pegawai 851;Jepang;25/06/2022;BPK Perwakilan Provinsi Sulawesi Tengah
2050;Pegawai 646;Perancis;18/04/2020;BPK Perwakilan Provinsi Aceh
2051;Pegawai 1197;Jepang;04/03/2022;BPK Perwakilan Provinsi Sumatera Selatan
2052;Pegawai 241;China/Mandarin;09/02/2019;BPK Perwakilan Provinsi Sulawesi Selatan
2053;Pegawai 1720;Jepang;22/10/2020;BPK Perwakilan Provinsi DKI Jakarta
2054;Pegawai 247;China/Mandarin;14/04/2020;BPK Perwakilan Provinsi Bali
2055;Pegawai 1674;Jerman;28/09/2022;BPK Perwakilan Provinsi Sulawesi Selatan
2056;Pegawai 1664;English;23/06/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
2057;Pegawai 1575;China/Mandarin;16/06/2019;BPK Perwakilan Provinsi Sumatera Utara
2058;Pegawai 1285;English;13/03/2021;BPK Perwakilan Provinsi Aceh
2059;Pegawai 1929;Arab;07/07/2022;BPK Perwakilan Provinsi Lampung
2060;Pegawai 525;Jepang;27/11/2022;BPK Perwakilan Provinsi Jawa Barat
2061;Pegawai 1651;Jerman;13/03/2020;BPK Perwakilan Provinsi Sumatera Barat
2062;Pegawai 1885;Arab;14/06/2019;BPK Perwakilan Provinsi DKI Jakarta
2063;Pegawai 935;Perancis;02/03/2021;BPK Perwakilan Provinsi Aceh
2064;Pegawai 1603;Arab;24/08/2019;BPK Perwakilan Provinsi Jawa Barat
2065;Pegawai 1400;Jepang;16/03/2022;BPK Perwakilan Provinsi Papua
2066;Pegawai 1633;Arab;15/11/2020;BPK Perwakilan Provinsi Kepulauan Riau
2067;Pegawai 1020;English;26/06/2022;BPK Perwakilan Provinsi Gorontalo
2068;Pegawai 1493;English;02/10/2021;BPK Perwakilan Provinsi DI Yogyakarta
2069;Pegawai 1502;Perancis;17/12/2020;BPK Perwakilan Provinsi Sumatera Selatan
2070;Pegawai 1914;Jepang;10/10/2019;BPK Perwakilan Provinsi Lampung
2071;Pegawai 1293;Jepang;02/01/2022;BPK Perwakilan Provinsi Bengkulu
2072;Pegawai 1082;English;15/05/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
2073;Pegawai 1758;Jerman;22/09/2020;BPK Perwakilan Provinsi Gorontalo
2074;Pegawai 1145;Arab;17/08/2020;BPK Perwakilan Provinsi DI Yogyakarta
2075;Pegawai 1003;Jepang;01/06/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
2076;Pegawai 1394;Jerman;29/05/2021;BPK Perwakilan Provinsi Sulawesi Tengah
2077;Pegawai 157;Jepang;10/07/2020;BPK Perwakilan Provinsi Maluku Utara
2078;Pegawai 888;Perancis;02/10/2019;BPK Perwakilan Provinsi Jawa Timur
2079;Pegawai 0;Jepang;20/04/2022;BPK Perwakilan Provinsi Gorontalo
2080;Pegawai 1765;English;31/08/2019;BPK Perwakilan Provinsi Gorontalo
2081;Pegawai 1295;English;21/11/2022;BPK Perwakilan Provinsi Sumatera Utara
2082;Pegawai 143;Arab;03/12/2022;BPK Perwakilan Provinsi Nusa Tenggara Barat
2083;Pegawai 1860;Perancis;29/08/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
2084;Pegawai 1364;Jepang;07/06/2022;BPK Perwakilan Provinsi Papua
2085;Pegawai 1201;Perancis;26/12/2022;BPK Perwakilan Provinsi Kalimantan Selatan
2086;Pegawai 881;English;14/11/2019;BPK Perwakilan Provinsi Riau
2087;Pegawai 503;Arab;26/08/2019;BPK Perwakilan Provinsi Sulawesi Tenggara
2088;Pegawai 721;Perancis;29/07/2021;BPK Perwakilan Provinsi Papua Barat
2089;Pegawai 766;Perancis;25/05/2022;BPK Perwakilan Provinsi Sulawesi Utara
2090;Pegawai 1946;Arab;23/12/2022;BPK Perwakilan Provinsi Banten
2091;Pegawai 372;English;31/01/2020;BPK Perwakilan Provinsi Maluku
2092;Pegawai 276;English;27/05/2020;BPK Perwakilan Provinsi Jawa Tengah
2093;Pegawai 863;Jerman;23/08/2020;BPK Perwakilan Provinsi Bengkulu
2094;Pegawai 118;English;15/10/2019;BPK Perwakilan Provinsi Bengkulu
2095;Pegawai 266;English;22/12/2019;BPK Perwakilan Provinsi Sumatera Selatan
2096;Pegawai 1167;Perancis;20/07/2019;BPK Perwakilan Provinsi Gorontalo
2097;Pegawai 550;Perancis;28/09/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
2098;Pegawai 1699;Jerman;14/09/2020;BPK Perwakilan Provinsi Kepulauan Riau
2099;Pegawai 1822;English;27/12/2021;BPK Perwakilan Provinsi Jawa Tengah
2100;Pegawai 581;English;25/04/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
2101;Pegawai 784;Perancis;21/02/2022;BPK Perwakilan Provinsi Riau
2102;Pegawai 738;Jepang;09/06/2020;BPK Perwakilan Provinsi DI Yogyakarta
2103;Pegawai 36;Jepang;08/04/2020;BPK Perwakilan Provinsi Maluku
2104;Pegawai 1820;Arab;01/02/2022;BPK Perwakilan Provinsi Papua
2105;Pegawai 1052;Perancis;28/06/2021;BPK Perwakilan Provinsi DKI Jakarta
2106;Pegawai 573;Jerman;05/12/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
2107;Pegawai 1495;China/Mandarin;01/04/2021;BPK Perwakilan Provinsi Sulawesi Tengah
2108;Pegawai 1873;Jerman;14/12/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
2109;Pegawai 949;Perancis;02/01/2020;BPK Perwakilan Provinsi Jambi
2110;Pegawai 151;Jerman;26/03/2021;BPK Perwakilan Provinsi Sumatera Utara
2111;Pegawai 1523;Jepang;21/04/2019;BPK Perwakilan Provinsi Sumatera Barat
