pegawai_id;pegawai_nama;pegawai_pendidikan;jabatan_nama;perwakilan;usia;tgl_masuk;tgl_keluar;;;
1180;Pegawai 1179;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jawa Tengah;24;17/11/2021;-;;;
1181;Pegawai 1180;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Jawa Barat;26;21/07/2018;21/07/2022;;;
1182;Pegawai 1181;S1;Arsiparis Muda ;BPK Perwakilan Provinsi DI Yogyakarta;38;29/07/2022;-;;;
1183;Pegawai 1182;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Barat;34;28/02/2022;-;;;
1184;Pegawai 1183;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sumatera Selatan;56;11/05/2020;-;;;
1185;Pegawai 1184;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sumatera Utara;53;03/01/2021;-;;;
1186;Pegawai 1185;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Bali;50;26/11/2020;-;;;
1187;Pegawai 1186;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Kalimantan Timur;34;10/02/2019;-;;;
1188;Pegawai 1187;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Maluku Utara;56;03/03/2021;-;;;
1189;Pegawai 1188;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Timur;23;26/12/2018;-;;;
1190;Pegawai 1189;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Maluku;31;24/05/2020;-;;;
1191;Pegawai 1190;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Papua;50;29/01/2021;-;;;
1192;Pegawai 1191;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Bali;36;22/07/2018;22/07/2022;;;
1193;Pegawai 1192;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Papua Barat;58;08/02/2020;-;;;
1194;Pegawai 1193;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Sumatera Utara;51;14/01/2018;14/01/2022;;;
1195;Pegawai 1194;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Nusa Tenggara Timur;46;26/10/2018;26/10/2022;;;
1196;Pegawai 1195;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Bangka Belitung;44;14/02/2020;-;;;
1197;Pegawai 1196;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Papua;22;20/02/2018;20/02/2022;;;
1198;Pegawai 1197;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sumatera Selatan;44;02/04/2019;-;;;
1199;Pegawai 1198;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Jawa Timur;43;09/06/2018;09/06/2022;;;
1200;Pegawai 1199;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Gorontalo;26;20/07/2022;-;;;
1201;Pegawai 1200;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi DI Yogyakarta;38;29/12/2019;-;;;
1202;Pegawai 1201;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kalimantan Selatan;43;08/12/2020;-;;;
1203;Pegawai 1202;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Kalimantan Utara;34;28/05/2021;-;;;
1204;Pegawai 1203;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Sumatera Selatan;24;13/05/2018;13/05/2022;;;
1205;Pegawai 1204;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Jambi;35;12/08/2020;-;;;
1206;Pegawai 1205;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi DI Yogyakarta;48;09/05/2018;09/05/2022;;;
1207;Pegawai 1206;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Kalimantan Utara;39;02/01/2021;-;;;
1208;Pegawai 1207;D4;Pemeriksa Muda;BPK Perwakilan Provinsi DKI Jakarta;30;25/10/2021;-;;;
1209;Pegawai 1208;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sulawesi Barat;57;11/02/2020;-;;;
1210;Pegawai 1209;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sumatera Selatan;57;18/12/2020;-;;;
1211;Pegawai 1210;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kalimantan Tengah;28;20/07/2022;-;;;
1212;Pegawai 1211;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Papua;33;22/05/2019;-;;;
1213;Pegawai 1212;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Maluku Utara;36;26/04/2019;-;;;
1214;Pegawai 1213;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Maluku;58;28/06/2022;-;;;
1215;Pegawai 1214;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Barat;32;08/09/2020;-;;;
1216;Pegawai 1215;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi DI Yogyakarta;55;19/02/2020;-;;;
1217;Pegawai 1216;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sulawesi Tenggara;48;31/10/2021;-;;;
1218;Pegawai 1217;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Papua Barat;58;30/05/2022;-;;;
1219;Pegawai 1218;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Kalimantan Timur;38;12/12/2019;-;;;
1220;Pegawai 1219;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Lampung;47;31/12/2021;-;;;
1221;Pegawai 1220;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Utara;53;14/11/2018;14/11/2022;;;
1222;Pegawai 1221;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Jawa Tengah;30;25/04/2020;-;;;
1223;Pegawai 1222;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Jawa Barat;41;28/05/2021;-;;;
1224;Pegawai 1223;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Barat;24;29/10/2018;29/10/2022;;;
1225;Pegawai 1224;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Bengkulu;40;16/04/2020;-;;;
1226;Pegawai 1225;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Tenggara;34;19/06/2019;-;;;
1227;Pegawai 1226;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Papua Barat;46;21/03/2019;-;;;
1228;Pegawai 1227;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Bali;43;14/05/2021;-;;;
1229;Pegawai 1228;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Lampung;31;29/01/2021;-;;;
1230;Pegawai 1229;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi DI Yogyakarta;45;13/08/2021;-;;;
1231;Pegawai 1230;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Bangka Belitung;26;01/08/2020;-;;;
1232;Pegawai 1231;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Aceh;29;19/01/2022;-;;;
1233;Pegawai 1232;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Nusa Tenggara Barat;34;04/03/2022;-;;;
1234;Pegawai 1233;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kalimantan Tengah;58;16/03/2022;-;;;
1235;Pegawai 1234;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sulawesi Tengah;30;24/02/2021;-;;;
1236;Pegawai 1235;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Aceh;31;28/08/2020;-;;;
1237;Pegawai 1236;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Jawa Barat;35;29/09/2019;-;;;
1238;Pegawai 1237;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sumatera Barat;42;21/05/2021;-;;;
1239;Pegawai 1238;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Jawa Timur;46;08/12/2020;-;;;
1240;Pegawai 1239;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Bengkulu;56;03/12/2021;-;;;
1241;Pegawai 1240;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Aceh;27;09/03/2018;09/03/2022;;;
1242;Pegawai 1241;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Kalimantan Timur;35;26/02/2019;-;;;
1243;Pegawai 1242;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Papua Barat;33;30/08/2019;-;;;
1244;Pegawai 1243;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Papua;48;14/05/2019;-;;;
1245;Pegawai 1244;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kalimantan Barat;27;28/09/2020;-;;;
1246;Pegawai 1245;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jawa Timur;23;06/08/2020;-;;;
1247;Pegawai 1246;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Jambi;47;18/08/2021;-;;;
1248;Pegawai 1247;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kepulauan Riau;23;26/07/2018;26/07/2022;;;
1249;Pegawai 1248;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Gorontalo;54;15/02/2020;-;;;
1250;Pegawai 1249;S1;Pemeriksa Utama;BPK Perwakilan Provinsi DI Yogyakarta;55;03/04/2019;-;;;
1251;Pegawai 1250;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Bali;50;23/04/2022;-;;;
1252;Pegawai 1251;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Riau;57;27/08/2019;-;;;
1253;Pegawai 1252;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jawa Timur;23;12/05/2021;-;;;
1254;Pegawai 1253;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Kalimantan Timur;47;20/03/2018;20/03/2022;;;
1255;Pegawai 1254;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Nusa Tenggara Barat;36;20/11/2020;-;;;
1256;Pegawai 1255;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Timur;33;04/07/2021;-;;;
1257;Pegawai 1256;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Lampung;49;23/10/2020;-;;;
1258;Pegawai 1257;S1;Arsiparis Muda ;BPK Perwakilan Provinsi DI Yogyakarta;23;30/07/2018;30/07/2022;;;
1259;Pegawai 1258;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi DKI Jakarta;40;08/02/2019;-;;;
1260;Pegawai 1259;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sumatera Barat;47;09/05/2022;-;;;
1261;Pegawai 1260;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sulawesi Barat;34;06/04/2022;-;;;
1262;Pegawai 1261;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jambi;25;14/10/2020;-;;;
1263;Pegawai 1262;D4;Pemeriksa Muda;BPK Perwakilan Provinsi DI Yogyakarta;52;28/11/2021;-;;;
1264;Pegawai 1263;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Sumatera Barat;22;04/03/2021;-;;;
1265;Pegawai 1264;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Bengkulu;56;30/08/2018;30/08/2022;;;
1266;Pegawai 1265;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Bali;40;31/10/2021;-;;;
1267;Pegawai 1266;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Papua Barat;48;10/01/2021;-;;;
1268;Pegawai 1267;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Papua Barat;57;07/03/2019;-;;;
1269;Pegawai 1268;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Jambi;51;23/09/2020;-;;;
1270;Pegawai 1269;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Bali;29;07/10/2020;-;;;
1271;Pegawai 1270;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Banten;27;26/02/2022;-;;;
1272;Pegawai 1271;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Lampung;54;09/04/2019;-;;;
1273;Pegawai 1272;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Sumatera Selatan;32;21/05/2021;-;;;
1274;Pegawai 1273;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jawa Tengah;42;02/03/2018;02/03/2022;;;
1275;Pegawai 1274;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jawa Barat;47;02/12/2021;-;;;
1276;Pegawai 1275;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Kalimantan Timur;30;02/09/2019;-;;;
1277;Pegawai 1276;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi DI Yogyakarta;27;10/01/2022;-;;;
1278;Pegawai 1277;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Riau;45;21/06/2022;-;;;
1279;Pegawai 1278;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Timur;28;26/04/2021;-;;;
1280;Pegawai 1279;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Sulawesi Tenggara;51;04/07/2021;-;;;
1281;Pegawai 1280;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sulawesi Tengah;30;20/05/2021;-;;;
1282;Pegawai 1281;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Papua Barat;24;17/12/2018;-;;;
1283;Pegawai 1282;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Bangka Belitung;30;20/10/2018;20/10/2022;;;
1284;Pegawai 1283;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Riau;29;28/10/2018;28/10/2022;;;
1285;Pegawai 1284;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Sulawesi Tengah;35;16/12/2018;-;;;
1286;Pegawai 1285;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Aceh;49;30/10/2020;-;;;
1287;Pegawai 1286;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Maluku;57;03/05/2022;-;;;
1288;Pegawai 1287;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi DI Yogyakarta;34;05/10/2021;-;;;
1289;Pegawai 1288;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sulawesi Tenggara;37;04/08/2019;-;;;
1290;Pegawai 1289;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Kalimantan Barat;40;24/12/2020;-;;;
1291;Pegawai 1290;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Sulawesi Tengah;42;18/07/2022;-;;;
1292;Pegawai 1291;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Tengah;40;14/09/2021;-;;;
1293;Pegawai 1292;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Papua Barat;38;08/11/2021;-;;;
1294;Pegawai 1293;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Bengkulu;32;20/11/2020;-;;;
1295;Pegawai 1294;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Tengah;21;17/02/2022;-;;;
1296;Pegawai 1295;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sumatera Utara;56;17/01/2020;-;;;
1297;Pegawai 1296;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Timur;46;20/09/2018;20/09/2022;;;
1298;Pegawai 1297;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Sulawesi Tenggara;39;25/07/2018;25/07/2022;;;
1299;Pegawai 1298;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Kalimantan Tengah;26;17/06/2021;-;;;
1300;Pegawai 1299;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sulawesi Selatan;23;31/10/2021;-;;;
1301;Pegawai 1300;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Barat;25;08/01/2022;-;;;
1302;Pegawai 1301;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Papua Barat;44;16/12/2018;-;;;
1303;Pegawai 1302;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Banten;56;14/12/2018;-;;;
1304;Pegawai 1303;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Nusa Tenggara Timur;57;30/12/2018;-;;;
1305;Pegawai 1304;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Selatan;49;19/11/2019;-;;;
1306;Pegawai 1305;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Jambi;46;17/11/2019;-;;;
1307;Pegawai 1306;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Timur;58;28/04/2022;-;;;
1308;Pegawai 1307;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Bali;32;24/05/2018;24/05/2022;;;
1309;Pegawai 1308;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Nusa Tenggara Barat;47;06/03/2019;-;;;
1310;Pegawai 1309;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sumatera Utara;42;15/09/2018;15/09/2022;;;
1311;Pegawai 1310;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Riau;55;21/01/2022;-;;;
1312;Pegawai 1311;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Lampung;32;07/05/2020;-;;;
1313;Pegawai 1312;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Gorontalo;50;06/01/2022;-;;;
1314;Pegawai 1313;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Sulawesi Utara;25;25/08/2020;-;;;
1315;Pegawai 1314;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Kepulauan Riau;32;02/07/2018;02/07/2022;;;
1316;Pegawai 1315;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Papua;33;03/07/2021;-;;;
1317;Pegawai 1316;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Banten;35;26/12/2018;-;;;
1318;Pegawai 1317;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi DKI Jakarta;54;22/06/2021;-;;;
1319;Pegawai 1318;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Barat;50;22/04/2022;-;;;
1320;Pegawai 1319;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sumatera Barat;44;27/07/2019;-;;;
1321;Pegawai 1320;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sumatera Barat;53;18/12/2021;-;;;
1322;Pegawai 1321;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sulawesi Utara;38;14/05/2018;14/05/2022;;;
1323;Pegawai 1322;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi DKI Jakarta;34;09/07/2021;-;;;
1324;Pegawai 1323;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Gorontalo;55;30/08/2018;30/08/2022;;;
1325;Pegawai 1324;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Aceh;34;06/05/2019;-;;;
1326;Pegawai 1325;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Kalimantan Selatan;33;31/01/2021;-;;;
1327;Pegawai 1326;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Sumatera Barat;37;26/08/2018;26/08/2022;;;
1328;Pegawai 1327;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sumatera Barat;41;23/12/2018;-;;;
1329;Pegawai 1328;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Kalimantan Tengah;33;26/04/2018;26/04/2022;;;
1330;Pegawai 1329;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Maluku;48;09/07/2021;-;;;
1331;Pegawai 1330;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kalimantan Timur;45;20/02/2020;-;;;
1332;Pegawai 1331;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sulawesi Barat;26;22/08/2018;22/08/2022;;;
1333;Pegawai 1332;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi DKI Jakarta;46;30/09/2020;-;;;
1334;Pegawai 1333;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Sumatera Selatan;45;05/07/2018;05/07/2022;;;
1335;Pegawai 1334;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Bali;58;15/04/2018;15/04/2022;;;
1336;Pegawai 1335;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Banten;27;18/02/2020;-;;;
1337;Pegawai 1336;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi DKI Jakarta;43;04/08/2018;04/08/2022;;;
1338;Pegawai 1337;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Kalimantan Timur;28;28/06/2021;-;;;
1339;Pegawai 1338;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi DKI Jakarta;46;14/05/2018;14/05/2022;;;
1340;Pegawai 1339;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jawa Barat;30;21/04/2019;-;;;
1341;Pegawai 1340;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Maluku;26;07/07/2018;07/07/2022;;;
1342;Pegawai 1341;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Papua Barat;27;27/04/2020;-;;;
1343;Pegawai 1342;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kepulauan Riau;25;04/01/2019;-;;;
1344;Pegawai 1343;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Aceh;32;02/09/2019;-;;;
1345;Pegawai 1344;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kepulauan Riau;38;18/06/2021;-;;;
1346;Pegawai 1345;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Bangka Belitung;28;08/04/2021;-;;;
1347;Pegawai 1346;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Banten;58;21/12/2019;-;;;
1348;Pegawai 1347;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sumatera Barat;40;31/01/2019;-;;;
1349;Pegawai 1348;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi DI Yogyakarta;27;18/03/2019;-;;;
1350;Pegawai 1349;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Tenggara;53;26/12/2020;-;;;
1351;Pegawai 1350;S2;Pemeriksa Madya;BPK Perwakilan Provinsi DKI Jakarta;36;18/03/2019;-;;;
1352;Pegawai 1351;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sulawesi Utara;27;08/02/2021;-;;;
1353;Pegawai 1352;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Sulawesi Selatan;48;11/02/2020;-;;;
1354;Pegawai 1353;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sumatera Barat;34;27/10/2018;27/10/2022;;;
1355;Pegawai 1354;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Papua Barat;34;03/01/2020;-;;;
1356;Pegawai 1355;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Nusa Tenggara Barat;37;07/02/2019;-;;;
1357;Pegawai 1356;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Kalimantan Barat;31;26/04/2021;-;;;
1358;Pegawai 1357;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Aceh;46;20/06/2018;20/06/2022;;;
1359;Pegawai 1358;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Selatan;43;08/07/2018;08/07/2022;;;
1360;Pegawai 1359;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Kalimantan Tengah;42;13/07/2022;-;;;
1361;Pegawai 1360;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Sulawesi Utara;47;02/04/2021;-;;;
1362;Pegawai 1361;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Sumatera Barat;33;25/03/2020;-;;;
1363;Pegawai 1362;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Kalimantan Selatan;47;20/02/2019;-;;;
1364;Pegawai 1363;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Maluku;37;16/03/2022;-;;;
1365;Pegawai 1364;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Papua;37;21/12/2019;-;;;
1366;Pegawai 1365;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Sulawesi Utara;32;11/01/2021;-;;;
1367;Pegawai 1366;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Jawa Tengah;52;25/07/2020;-;;;
1368;Pegawai 1367;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Nusa Tenggara Barat;54;30/12/2020;-;;;
1369;Pegawai 1368;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Banten;27;24/09/2018;24/09/2022;;;
1370;Pegawai 1369;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Jawa Tengah;42;03/04/2021;-;;;
1371;Pegawai 1370;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Banten;29;02/01/2021;-;;;
1372;Pegawai 1371;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi DKI Jakarta;39;02/09/2018;02/09/2022;;;
1373;Pegawai 1372;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sumatera Selatan;57;01/03/2022;-;;;
1374;Pegawai 1373;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kalimantan Barat;40;27/03/2019;-;;;
1375;Pegawai 1374;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kalimantan Selatan;41;01/07/2021;-;;;
1376;Pegawai 1375;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sumatera Utara;29;10/03/2022;-;;;
1377;Pegawai 1376;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Bangka Belitung;58;25/02/2018;25/02/2022;;;
1378;Pegawai 1377;S2;Pemeriksa Utama;BPK Perwakilan Provinsi DKI Jakarta;58;28/05/2022;-;;;
1379;Pegawai 1378;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Nusa Tenggara Timur;46;12/03/2021;-;;;
1380;Pegawai 1379;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Papua Barat;22;03/06/2022;-;;;
1381;Pegawai 1380;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Kepulauan Riau;23;13/02/2018;13/02/2022;;;
1382;Pegawai 1381;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Jawa Timur;52;26/08/2020;-;;;
1383;Pegawai 1382;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sumatera Utara;37;04/05/2020;-;;;
1384;Pegawai 1383;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Nusa Tenggara Barat;39;26/10/2021;-;;;
1385;Pegawai 1384;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Tengah;26;14/04/2018;14/04/2022;;;
